,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count
43404,9251841,LaLOFT,a few days or more,0%,,4.0
43405,5009369,Eldad,within a few hours,67%,100%,2.0
43406,6803111,Herbert,within an hour,100%,97%,9.0
43407,41117522,Ted,within an hour,100%,99%,14.0
43408,468914943,RoomPicks,within an hour,100%,99%,668.0
43409,81510903,Alex,within a few hours,100%,100%,4.0
43410,432739443,Ali,within an hour,100%,95%,3.0
43411,6225275,Katie,within an hour,100%,100%,3.0
43412,223417270,Ivette,within an hour,100%,97%,3.0
43413,54290693,Andrew,within an hour,100%,97%,5.0
43414,25721194,Suzi,within a few hours,83%,67%,25.0
43415,440312980,Maryam,within an hour,100%,100%,7.0
43416,475301224,Joyce,within an hour,100%,84%,12.0
43417,432739443,Ali,within an hour,100%,95%,3.0
43418,169959718,Kali,within an hour,100%,100%,6.0
43419,383790851,Cozy Homes,within an hour,99%,64%,148.0
43420,236357965,Vicki,within an hour,100%,90%,2.0
43421,169930749,Meredith,within an hour,100%,96%,7.0
43422,6628963,Dovid,within an hour,99%,100%,82.0
43423,296847500,Stay LA,within an hour,100%,97%,10.0
43424,9328889,Alicia & Matt,within an hour,100%,67%,1.0
43425,32636784,Lvhr Properties,within a few hours,80%,41%,16.0
43426,10436566,Barbra,within an hour,100%,100%,3.0
43427,19898067,Johanna,,,,4.0
43428,177387161,Pedro,within an hour,100%,,65.0
43429,2096975,Alexia,,,,6.0
43430,173141451,Alex,within an hour,100%,100%,1.0
43431,114813433,Helen,within an hour,100%,98%,25.0
43432,414521448,Felix,within an hour,100%,100%,3.0
43433,316845116,Daisy,within an hour,100%,100%,4.0
43434,279450801,Alex,within an hour,100%,100%,4.0
43435,200659000,Top Tier,,,,36.0
43436,186336359,Zen,within a few hours,100%,100%,5.0
43437,397241886,Romi,within an hour,100%,99%,2.0
43438,22581947,Situ,within a few hours,100%,100%,15.0
43439,226130830,Vanessa,within an hour,100%,96%,6.0
43440,71407487,Chris,,,0%,3.0
43441,392412037,The Villa,within a few hours,100%,21%,24.0
43442,429035490,Levi,within a few hours,89%,100%,9.0
43443,104491227,Hector,within an hour,100%,98%,7.0
43444,82979950,BRU Vacation,within an hour,100%,89%,11.0
43445,2704624,Sarah,within an hour,100%,86%,4.0
43446,114813433,Helen,within an hour,100%,98%,25.0
43447,14937411,Allen,a few days or more,0%,,1.0
43448,177919836,Merna,,,,1.0
43449,73672815,Liam,within an hour,100%,91%,13.0
43450,816926,Paul,within an hour,100%,94%,8.0
43451,102870708,Joseph,,,75%,6.0
43452,60839600,Beate,within an hour,100%,98%,3.0
43453,524879329,Adam,,,,22.0
43454,401104881,Sarah,within an hour,100%,99%,3.0
43455,101380848,Diana,within an hour,100%,,12.0
43456,419634917,Jimmy,within an hour,100%,100%,14.0
43457,418150222,Denis,within a few hours,83%,94%,105.0
43458,51170349,Sam,within a few hours,100%,53%,1.0
43459,8185146,Laurie,within an hour,100%,98%,18.0
43460,6624864,Kat,within a day,100%,77%,2.0
43461,210587380,Brian,a few days or more,0%,,2.0
43462,512545698,Xiaohua,within an hour,100%,100%,5.0
43463,416550679,Eric,within an hour,100%,89%,1.0
43464,507084725,Beverly Hills Luxury Leases,within an hour,100%,0%,20.0
43465,100307715,Juli,within an hour,100%,49%,44.0
43466,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43467,260205569,Leo,within a few hours,100%,92%,15.0
43468,4691557,Cary,,,100%,2.0
43469,6803111,Herbert,within an hour,100%,97%,9.0
43470,6582790,Barbara,,,50%,1.0
43471,450193417,Dotun,within an hour,100%,99%,1.0
43472,279090305,Safira,within an hour,100%,99%,4.0
43473,414521448,Felix,within an hour,100%,100%,3.0
43474,461952007,The Livingston Collection,within an hour,97%,79%,30.0
43475,361216204,Ruben,within an hour,100%,100%,25.0
43476,374464274,DSPG Management,within an hour,99%,81%,74.0
43477,460610210,Antonio,within an hour,100%,97%,3.0
43478,27384891,Claudine,within an hour,100%,100%,3.0
43479,478189616,Anait,within an hour,100%,100%,1.0
43480,56926941,Aaron,within an hour,100%,87%,2.0
43481,15271457,Allie,,,,2.0
43482,14594741,Mark,within an hour,100%,96%,4.0
43483,216018586,Müge,a few days or more,0%,,1.0
43484,17787808,Nikita,within an hour,100%,88%,18.0
43485,80773656,Chris,,,33%,2.0
43486,502381727,Peter,,,,21.0
43487,499719577,David,within a day,80%,25%,1.0
43488,159355723,Outsite,within a few hours,90%,68%,168.0
43489,22485688,Ramon,within an hour,100%,99%,1.0
43490,81149215,Brian,within an hour,100%,99%,4.0
43491,90280656,Mark,within an hour,100%,100%,3.0
43492,227889180,Travel Oasis,within an hour,100%,99%,8.0
43493,8033455,Nona,,,0%,2.0
43494,430740319,Guanjun,within an hour,100%,99%,20.0
43495,260205569,Leo,within a few hours,100%,92%,15.0
43496,490792434,Jonathan,,,100%,1.0
43497,6144577,René,within an hour,100%,100%,2.0
43498,215083991,Bill & Chandra,within a few hours,100%,83%,2.0
43499,11742158,Anya,within a few hours,80%,83%,2.0
43500,490091405,David,within an hour,100%,100%,7.0
43501,741602,Frusan,within an hour,100%,86%,6.0
43502,261880684,Elise & Charlie,within an hour,100%,99%,41.0
43503,468914943,RoomPicks,within an hour,100%,99%,668.0
43504,10135357,Eddie,within an hour,100%,100%,8.0
43505,296847500,Stay LA,within an hour,100%,97%,10.0
43506,338394698,RR Management,within an hour,98%,99%,28.0
43507,449460327,Luxxx,within an hour,100%,66%,131.0
43508,39937365,Anixia,within an hour,100%,84%,32.0
43509,42503032,Kim,within an hour,100%,96%,44.0
43510,461952007,The Livingston Collection,within an hour,97%,79%,30.0
43511,3715553,Tim,within a day,100%,95%,4.0
43512,461952007,The Livingston Collection,within an hour,97%,79%,30.0
43513,502381727,Peter,,,,21.0
43514,451516657,Vue,within an hour,100%,100%,3.0
43515,457337,Craig,within a few hours,100%,95%,3.0
43516,383790851,Cozy Homes,within an hour,99%,64%,148.0
43517,1832627,Brooke,within an hour,100%,70%,5.0
43518,15544296,Kiki,within a few hours,100%,,1.0
43519,468914943,RoomPicks,within an hour,100%,99%,668.0
43520,486821635,Mary,within an hour,100%,100%,1.0
43521,41968542,Mo,within an hour,100%,54%,3.0
43522,13158011,Nadia & Pavel,,,,9.0
43523,374464274,DSPG Management,within an hour,99%,81%,74.0
43524,293485309,Eman,a few days or more,0%,,4.0
43525,366132357,Jaid,within an hour,100%,100%,2.0
43526,24298710,Karyne,within a few hours,100%,67%,5.0
43527,153802443,Shabnam,within an hour,100%,100%,1.0
43528,28777322,Tom & Sharon,within an hour,100%,0%,2.0
43529,13158011,Nadia & Pavel,,,,9.0
43530,482826582,John,,,,2.0
43531,22929317,EssentiaLyfe,within an hour,100%,92%,31.0
43532,133480086,Vanessa,within an hour,100%,100%,3.0
43533,10438593,Lee,,,,1.0
43534,392789878,Robert,within an hour,98%,92%,69.0
43535,6328783,Amadea,within a few hours,100%,,2.0
43536,253718249,Zeynel,within a few hours,75%,,3.0
43537,342919908,Laura,within a day,50%,50%,8.0
43538,6745566,Daniel,within an hour,100%,93%,2.0
43539,11339466,Tatiana,within an hour,100%,86%,1.0
43540,46807947,Nulise,within a few hours,100%,99%,5.0
43541,184314627,Julien,within an hour,100%,100%,3.0
43542,226594633,Ariana,within an hour,100%,83%,1.0
43543,4855389,Antonio,within an hour,100%,88%,4.0
43544,25076360,Shauna,within an hour,100%,50%,1.0
43545,42503032,Kim,within an hour,100%,96%,44.0
43546,38787792,Grace,,,,2.0
43547,513813179,Tiana,within a day,80%,50%,3.0
43548,4388250,George,within an hour,100%,100%,3.0
43549,6628963,Dovid,within an hour,99%,100%,82.0
43550,80802583,Nandu,,,,2.0
43551,74205186,Johnny,within an hour,100%,84%,3.0
43552,6628963,Dovid,within an hour,99%,100%,82.0
43553,374464274,DSPG Management,within an hour,99%,81%,74.0
43554,449460327,Luxxx,within an hour,100%,66%,131.0
43555,12035041,Jay,within a few hours,100%,75%,13.0
43556,15322224,Christina,within an hour,100%,100%,2.0
43557,22527108,Stephanie,,,,1.0
43558,9923347,Sevcan,within an hour,100%,33%,5.0
43559,7462346,Jennifer,within an hour,100%,100%,2.0
43560,376006182,Sharait,within a few hours,100%,92%,2.0
43561,448785266,Har,a few days or more,50%,34%,4.0
43562,163847118,Raymond,within an hour,100%,98%,26.0
43563,122229627,Peter & Daveena,within an hour,100%,80%,3.0
43564,28122717,Rvb,within an hour,100%,95%,29.0
43565,114813433,Helen,within an hour,100%,98%,25.0
43566,47288915,Viviana,within an hour,100%,96%,1.0
43567,429709789,Sage,within an hour,100%,99%,1.0
43568,7208794,Joseph,within an hour,100%,98%,13.0
43569,108185698,Timmy,within an hour,100%,100%,30.0
43570,449460327,Luxxx,within an hour,100%,66%,131.0
43571,19898067,Johanna,,,,4.0
43572,383790851,Cozy Homes,within an hour,99%,64%,148.0
43573,359882939,Shade Hotel,within an hour,80%,100%,1.0
43574,114813433,Helen,within an hour,100%,98%,25.0
43575,31875873,Vanessa,within an hour,100%,100%,2.0
43576,14937053,Shelley,,,100%,2.0
43577,94090110,James,,,,7.0
43578,448785266,Har,a few days or more,50%,34%,4.0
43579,3263029,Mary,within an hour,100%,95%,18.0
43580,461952007,The Livingston Collection,within an hour,97%,79%,30.0
43581,13158011,Nadia & Pavel,,,,9.0
43582,11428284,Lala,within an hour,100%,100%,6.0
43583,85342107,Eitan,,,,1.0
43584,74361366,Heather,within an hour,100%,64%,4.0
43585,18269822,Brad,,,53%,2.0
43586,510072433,Zoey,within an hour,97%,100%,28.0
43587,406392147,Vagabond Inn,within an hour,86%,100%,4.0
43588,106278036,Gayane,within an hour,100%,100%,1.0
43589,1986042,Anthony & Joseph,,,,1.0
43590,418185547,John,within an hour,100%,41%,23.0
43591,449460327,Luxxx,within an hour,100%,66%,131.0
43592,225323859,Ethel,within an hour,100%,100%,6.0
43593,349564712,Maria,within a few hours,100%,100%,2.0
43594,6628963,Dovid,within an hour,99%,100%,82.0
43595,1937752,Sarah,within an hour,90%,91%,6.0
43596,507084725,Beverly Hills Luxury Leases,within an hour,100%,0%,20.0
43597,418150222,Denis,within a few hours,83%,94%,105.0
43598,417195791,The Maimon Group,within an hour,100%,51%,70.0
43599,157043146,Alaz,within a few hours,100%,96%,31.0
43600,89592972,Elaine,within a few hours,100%,100%,7.0
43601,468914943,RoomPicks,within an hour,100%,99%,668.0
43602,380796164,Igor,within a few hours,80%,99%,19.0
43603,261880684,Elise & Charlie,within an hour,100%,99%,41.0
43604,159480876,Urbanlux,within a few hours,100%,75%,71.0
43605,18616122,Diana,within an hour,100%,80%,74.0
43606,395083155,Yu-Ching,within an hour,100%,98%,27.0
43607,501999278,RoomPicks,within an hour,100%,90%,1414.0
43608,158911410,Alex,within an hour,100%,97%,2.0
43609,89592972,Elaine,within a few hours,100%,100%,7.0
43610,4327142,Amie,within an hour,100%,96%,6.0
43611,253105222,Sonder (Los Angeles),within an hour,100%,99%,61.0
43612,380796164,Igor,within a few hours,80%,99%,19.0
43613,66654229,Marilyn,within an hour,100%,96%,15.0
43614,436221775,Chen,within an hour,100%,100%,14.0
43615,468914943,RoomPicks,within an hour,100%,99%,668.0
43616,20382054,“Quincy”,within an hour,100%,100%,3.0
43617,153923901,Aimee,,,64%,6.0
43618,135271,Maddalena,within an hour,100%,98%,3.0
43619,227889180,Travel Oasis,within an hour,100%,99%,8.0
43620,2976886,Charles,within an hour,100%,97%,27.0
43621,426078788,Z,within a few hours,100%,87%,6.0
43622,26909721,Elinor,within an hour,100%,100%,2.0
43623,479913109,Tania And Chandler,within a few hours,100%,93%,1.0
43624,430595895,Alex,within an hour,99%,100%,58.0
43625,169165264,Lisa,within an hour,100%,86%,1.0
43626,177387161,Pedro,within an hour,100%,,65.0
43627,940878,Andrew,within a few hours,89%,96%,1.0
43628,20080958,Sanjiv,within an hour,100%,79%,2.0
43629,180356806,Lapchih,within an hour,100%,100%,6.0
43630,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43631,89592972,Elaine,within a few hours,100%,100%,7.0
43632,206014969,Amy,a few days or more,10%,11%,4.0
43633,351861289,Bennett,within an hour,100%,93%,23.0
43634,102870708,Joseph,,,75%,6.0
43635,72342522,Sam,within a day,100%,100%,2.0
43636,206014969,Amy,a few days or more,10%,11%,4.0
43637,5741839,Sima,,,100%,1.0
43638,320034035,Viden,,,,2.0
43639,110737815,Angela,within an hour,100%,99%,23.0
43640,471378000,Judah,within an hour,100%,97%,2.0
43641,197134411,Sofia,within an hour,100%,99%,5.0
43642,3913511,Scott,within an hour,100%,100%,1.0
43643,449460327,Luxxx,within an hour,100%,66%,131.0
43644,254146492,Cecilia,within an hour,100%,99%,3.0
43645,11737246,Jonathan,within an hour,100%,98%,1.0
43646,4398179,Jane,within an hour,100%,98%,2.0
43647,42058284,Andy,within a few hours,100%,81%,14.0
43648,62322868,Faraj,within an hour,90%,67%,18.0
43649,159294006,Arlette,within an hour,90%,71%,3.0
43650,270425588,LaVon,a few days or more,0%,100%,117.0
43651,444084475,Ziao,within an hour,100%,100%,2.0
43652,484269516,Scott,within an hour,100%,100%,60.0
43653,163847118,Raymond,within an hour,100%,98%,26.0
43654,480526397,Peaceful,within an hour,100%,96%,2.0
43655,16304314,Erlynda,within a day,71%,33%,6.0
43656,240954505,Choi,within an hour,100%,98%,3.0
43657,417195791,The Maimon Group,within an hour,100%,51%,70.0
43658,268222913,Tania,,,,37.0
43659,417195791,The Maimon Group,within an hour,100%,51%,70.0
43660,2974166,Russell,within a few hours,100%,60%,1.0
43661,477468782,Alex,within an hour,100%,100%,26.0
43662,479546542,Oscar,within an hour,100%,99%,5.0
43663,653972,Joey,within an hour,100%,70%,7.0
43664,165486813,Yvonne,within a day,50%,92%,10.0
43665,16760875,Alex,within an hour,90%,98%,76.0
43666,39029682,Niloo,within an hour,100%,99%,3.0
43667,391828988,Alec And Hannah,within an hour,100%,92%,22.0
43668,19237277,Brenda,within an hour,100%,100%,11.0
43669,326383590,Affluent,within an hour,100%,97%,47.0
43670,117185679,Lilly,within an hour,99%,98%,31.0
43671,435933628,Anthony,within an hour,100%,85%,1.0
43672,134148416,Alicia,within an hour,100%,0%,3.0
43673,75180978,Sean,within an hour,100%,99%,1.0
43674,47734626,T James,within an hour,90%,96%,22.0
43675,108185698,Timmy,within an hour,100%,100%,30.0
43676,268222913,Tania,,,,37.0
43677,7356043,Trevor,within a few hours,88%,64%,42.0
43678,4582772,Shana,within an hour,100%,100%,1.0
43679,427850690,Tarik,within an hour,95%,82%,28.0
43680,366967898,Amir,within a few hours,100%,87%,30.0
43681,4430430,Adam,within an hour,100%,100%,1.0
43682,78557280,Helena,within an hour,100%,70%,64.0
43683,108185698,Timmy,within an hour,100%,100%,30.0
43684,126377533,Arman,within an hour,100%,94%,8.0
43685,23705864,Daisy,within an hour,100%,99%,16.0
43686,418150222,Denis,within a few hours,83%,94%,105.0
43687,4955218,Deluxe Suites,within an hour,98%,99%,129.0
43688,490091405,David,within an hour,100%,100%,7.0
43689,259363487,John,within an hour,100%,99%,3.0
43690,229603019,Angie & Bruce,within an hour,100%,100%,521.0
43691,114122831,Doug,within an hour,100%,100%,4.0
43692,452170825,Oren,within an hour,100%,95%,3.0
43693,10162390,Susie,within an hour,100%,100%,1.0
43694,374464274,DSPG Management,within an hour,99%,81%,74.0
43695,26077695,Sicilia,within an hour,100%,98%,1.0
43696,36761441,Kit,within an hour,100%,80%,6.0
43697,370949934,Lena,within an hour,100%,86%,4.0
43698,1380653,Talia,within an hour,100%,98%,4.0
43699,38614194,Lukas,within an hour,100%,100%,10.0
43700,397111751,Chloe,within an hour,100%,90%,4.0
43701,169810777,Liat,within an hour,100%,96%,6.0
43702,73082524,Gina,a few days or more,14%,0%,5.0
43703,1497881,Helen,within a few hours,100%,97%,4.0
43704,6333737,Sigal,within an hour,100%,100%,3.0
43705,98420597,Christine & Ryan,within an hour,100%,95%,2.0
43706,159294006,Arlette,within an hour,90%,71%,3.0
43707,7356043,Trevor,within a few hours,88%,64%,42.0
43708,4538439,Jennifer And James,within an hour,100%,100%,1.0
43709,92341234,Jake,within an hour,100%,100%,2.0
43710,37207995,Tanya,within a day,80%,75%,35.0
43711,122076630,Greg,within an hour,100%,90%,3.0
43712,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43713,16349761,Jason,,,,8.0
43714,197608838,Joel,within an hour,100%,100%,1.0
43715,136223286,Marie,within a few hours,100%,100%,3.0
43716,502381727,Peter,,,,21.0
43717,15609898,Eliot,,,,4.0
43718,54381355,James,,,,2.0
43719,22581947,Situ,within a few hours,100%,100%,15.0
43720,63670680,Jennifer,within a few hours,100%,100%,1.0
43721,307707323,Farzaneh,within an hour,100%,100%,1.0
43722,159480876,Urbanlux,within a few hours,100%,75%,71.0
43723,150622345,Oraklus,within an hour,99%,98%,27.0
43724,449460327,Luxxx,within an hour,100%,66%,131.0
43725,418150222,Denis,within a few hours,83%,94%,105.0
43726,35283871,Ryan,within an hour,100%,97%,1.0
43727,19412069,Vickie,within an hour,100%,99%,6.0
43728,187543153,Elliot,within a few hours,82%,80%,171.0
43729,213524883,Cubier,within an hour,100%,97%,147.0
43730,101380848,Diana,within an hour,100%,,12.0
43731,25551648,Vacation Inn LA,within an hour,100%,97%,260.0
43732,520976235,Kemp & Dean,within a few hours,100%,100%,1.0
43733,442010277,Abrianna,,,,1.0
43734,44628536,Dalit,within a few hours,100%,100%,3.0
43735,196751356,Georgetta,within an hour,100%,95%,13.0
43736,510471191,Raven,within an hour,100%,100%,49.0
43737,6376798,Taylor,within an hour,100%,90%,1.0
43738,505055330,Nico,within an hour,100%,67%,2.0
43739,39528519,Max,within an hour,100%,54%,271.0
43740,2496463,Shana,within an hour,100%,93%,2.0
43741,405858049,Alexander,within an hour,100%,100%,3.0
43742,494016983,Meriem,a few days or more,0%,,1.0
43743,439156518,Khanh,,,,1.0
43744,392789878,Robert,within an hour,98%,92%,69.0
43745,486276595,Rabin,within a few hours,100%,100%,1.0
43746,23880179,Natalie,within an hour,100%,,1.0
43747,12433164,Ana & Edgar,within an hour,100%,66%,22.0
43748,24701670,Madison,within a day,80%,,15.0
43749,43022639,Dan,within an hour,100%,100%,2.0
43750,466988091,Chelsea,,,,7.0
43751,32435355,Roxane,within an hour,100%,100%,1.0
43752,326383590,Affluent,within an hour,100%,97%,47.0
43753,404253609,Gigi,within an hour,96%,99%,13.0
43754,528408669,Daniel,within an hour,100%,100%,1.0
43755,78912641,Kimberly,within a day,100%,,1.0
43756,153321162,Edward,within an hour,100%,48%,16.0
43757,426136555,Esther,within an hour,100%,100%,2.0
43758,370949934,Lena,within an hour,100%,86%,4.0
43759,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43760,22303156,Nikki,within a day,100%,0%,1.0
43761,187543153,Elliot,within a few hours,82%,80%,171.0
43762,392789878,Robert,within an hour,98%,92%,69.0
43763,6471892,Carolyn,,,,1.0
43764,501999278,RoomPicks,within an hour,100%,90%,1414.0
43765,27219049,Mercedes,within a few hours,100%,77%,2.0
43766,147141265,Araceli,within an hour,100%,67%,6.0
43767,7835138,Ani,within an hour,100%,25%,1.0
43768,468914943,RoomPicks,within an hour,100%,99%,668.0
43769,19684108,Celia,within an hour,100%,89%,6.0
43770,4176088,Christian,,,,3.0
43771,266786352,Ilan,within an hour,100%,93%,18.0
43772,48430925,Brandon,within an hour,100%,71%,6.0
43773,32335799,Sage,within an hour,80%,100%,13.0
43774,9217231,Aura,within an hour,100%,,3.0
43775,213524883,Cubier,within an hour,100%,97%,147.0
43776,29223946,Jordan,,,,1.0
43777,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43778,31374204,Ru,within a few hours,67%,100%,1017.0
43779,36290720,Mark,within an hour,100%,97%,13.0
43780,360855538,Phil,within an hour,100%,76%,1.0
43781,51448115,Kristian,within an hour,100%,75%,1.0
43782,2496463,Shana,within an hour,100%,93%,2.0
43783,54354899,Regina,within an hour,100%,100%,4.0
43784,15135043,Leslie,,,,2.0
43785,351861289,Bennett,within an hour,100%,93%,23.0
43786,22626581,Nicky,within an hour,100%,70%,20.0
43787,171539940,Mahyar,within an hour,100%,90%,11.0
43788,465243159,Oscar,,,100%,1.0
43789,115979330,Lehi And Ines,within an hour,100%,100%,8.0
43790,38131442,Hugo,within an hour,100%,91%,2.0
43791,14292930,Donna,within an hour,100%,80%,1.0
43792,274809244,Sam,within an hour,100%,90%,11.0
43793,1495396,Chris,within an hour,100%,94%,3.0
43794,23684017,Juanita,within an hour,100%,90%,4.0
43795,520008783,StayLA,within an hour,75%,67%,6.0
43796,159480876,Urbanlux,within a few hours,100%,75%,71.0
43797,25551648,Vacation Inn LA,within an hour,100%,97%,260.0
43798,30850484,Level Hotel And Furnished Suites,within a few hours,98%,75%,100.0
43799,153321162,Edward,within an hour,100%,48%,16.0
43800,102909892,Bahram,within an hour,100%,50%,3.0
43801,32047340,Elizabeth,within a few hours,100%,97%,6.0
43802,102786763,Isaiah,within a few hours,100%,100%,2.0
43803,39937365,Anixia,within an hour,100%,84%,32.0
43804,362357180,Aimedesire,within an hour,100%,100%,10.0
43805,49510467,Serena,within an hour,98%,96%,16.0
43806,230383245,John,within an hour,100%,95%,3.0
43807,65403801,Doug,within an hour,100%,100%,4.0
43808,487871151,Presley,within an hour,100%,86%,10.0
43809,411105192,Ethan,within a few hours,100%,74%,14.0
43810,478462358,Amberr,,,,39.0
43811,88817742,Dara,within an hour,100%,94%,2.0
43812,228954660,Franccesca,within a day,100%,50%,2.0
43813,48099220,Ronald & Greta,within an hour,100%,100%,3.0
43814,65135750,Gal,within an hour,100%,96%,17.0
43815,41164621,Song,,,,1.0
43816,468914943,RoomPicks,within an hour,100%,99%,668.0
43817,671480,Nadia,within a few hours,75%,,1.0
43818,107803864,Walter,,,,1.0
43819,234446704,Darwin,within an hour,100%,49%,14.0
43820,466933984,Mariah,within a few hours,100%,100%,5.0
43821,36761441,Kit,within an hour,100%,80%,6.0
43822,187307365,Hailey,within an hour,91%,89%,13.0
43823,6350914,Ilka,within an hour,90%,95%,6.0
43824,19616094,Andrea,within an hour,100%,100%,2.0
43825,19467943,Ali,within a few hours,100%,79%,1.0
43826,108185698,Timmy,within an hour,100%,100%,30.0
43827,26073664,Paul,within a few hours,100%,76%,2.0
43828,20711901,Lucia,,,100%,3.0
43829,240080883,Joanne,within a few hours,100%,84%,36.0
43830,20490864,Nunzia,within an hour,100%,94%,1.0
43831,4363363,Lashea,within a few hours,100%,98%,1.0
43832,326383590,Affluent,within an hour,100%,97%,47.0
43833,47911968,Laura,,,,2.0
43834,187543153,Elliot,within a few hours,82%,80%,171.0
43835,159480876,Urbanlux,within a few hours,100%,75%,71.0
43836,6685726,Gandi,,,100%,6.0
43837,78804,Sophie,within an hour,100%,77%,9.0
43838,159480876,Urbanlux,within a few hours,100%,75%,71.0
43839,523710935,Roman,within an hour,100%,100%,4.0
43840,53642045,Lisa,within an hour,94%,96%,3.0
43841,22581947,Situ,within a few hours,100%,100%,15.0
43842,50922135,Andy,within an hour,100%,47%,8.0
43843,9547426,Elyse,,,67%,1.0
43844,409985549,Bona Bona,within an hour,100%,96%,28.0
43845,241549097,Bobbie,a few days or more,0%,41%,2.0
43846,8821221,Rachel,within a few hours,100%,97%,1.0
43847,110658797,Neal,within an hour,100%,100%,7.0
43848,24701670,Madison,within a day,80%,,15.0
43849,8905156,Ally,within an hour,100%,95%,3.0
43850,417195791,The Maimon Group,within an hour,100%,51%,70.0
43851,520038640,Ricardo Brutas,within an hour,100%,100%,18.0
43852,4680914,Jonny,a few days or more,0%,83%,1.0
43853,13496677,Alex,within an hour,100%,100%,1.0
43854,285718591,Daniel,within an hour,100%,97%,2.0
43855,397921015,Monique,within an hour,100%,100%,11.0
43856,6628963,Dovid,within an hour,99%,100%,82.0
43857,200659000,Top Tier,,,,36.0
43858,159480876,Urbanlux,within a few hours,100%,75%,71.0
43859,41322776,Danna,within an hour,100%,48%,6.0
43860,417195791,The Maimon Group,within an hour,100%,51%,70.0
43861,22929317,EssentiaLyfe,within an hour,100%,92%,31.0
43862,326383590,Affluent,within an hour,100%,97%,47.0
43863,381195876,Orly,,,,4.0
43864,653972,Joey,within an hour,100%,70%,7.0
43865,496806451,Naor,within an hour,88%,,6.0
43866,163847118,Raymond,within an hour,100%,98%,26.0
43867,417195791,The Maimon Group,within an hour,100%,51%,70.0
43868,410514783,Natalie,a few days or more,0%,,2.0
43869,166598452,Jimmy,,,,4.0
43870,339535214,Feri,,,100%,1.0
43871,326383590,Affluent,within an hour,100%,97%,47.0
43872,415320191,Julia,within an hour,100%,100%,1.0
43873,6628963,Dovid,within an hour,99%,100%,82.0
43874,141570534,Tim & Yuliya,,,,24.0
43875,141570534,Tim & Yuliya,,,,24.0
43876,449460327,Luxxx,within an hour,100%,66%,131.0
43877,213524883,Cubier,within an hour,100%,97%,147.0
43878,430762324,Young Min,within an hour,100%,94%,17.0
43879,246084907,George,within an hour,100%,100%,5.0
43880,392537905,Gabriela,within a few hours,100%,83%,2.0
43881,240080883,Joanne,within a few hours,100%,84%,36.0
43882,435146338,Dana,within a few hours,100%,69%,4.0
43883,25551648,Vacation Inn LA,within an hour,100%,97%,260.0
43884,58274648,Michelle,within an hour,100%,,1.0
43885,39937365,Anixia,within an hour,100%,84%,32.0
43886,159355723,Outsite,within a few hours,90%,68%,168.0
43887,326383590,Affluent,within an hour,100%,97%,47.0
43888,387005755,Tiffani,within an hour,90%,98%,3.0
43889,229603019,Angie & Bruce,within an hour,100%,100%,521.0
43890,6350914,Ilka,within an hour,90%,95%,6.0
43891,101566767,Jesse,,,,1.0
43892,5505246,Gavin,within a few hours,100%,60%,2.0
43893,6628963,Dovid,within an hour,99%,100%,82.0
43894,159480876,Urbanlux,within a few hours,100%,75%,71.0
43895,100307715,Juli,within an hour,100%,49%,44.0
43896,22929317,EssentiaLyfe,within an hour,100%,92%,31.0
43897,38872532,Fellipe,within an hour,100%,85%,13.0
43898,449460327,Luxxx,within an hour,100%,66%,131.0
43899,449460327,Luxxx,within an hour,100%,66%,131.0
43900,32047340,Elizabeth,within a few hours,100%,97%,6.0
43901,213524883,Cubier,within an hour,100%,97%,147.0
43902,365187723,Mm,,,0%,2.0
43903,39937365,Anixia,within an hour,100%,84%,32.0
43904,12324327,Joshua,within an hour,100%,99%,32.0
43905,5109768,Erik,within a few hours,100%,50%,5.0
43906,8639323,Nirit,within a few hours,100%,0%,53.0
43907,213524883,Cubier,within an hour,100%,97%,147.0
43908,372987374,Alana,within an hour,100%,96%,1.0
43909,138263438,Grove,within an hour,100%,100%,1.0
43910,159355723,Outsite,within a few hours,90%,68%,168.0
43911,469566093,Holder Estate,within an hour,100%,99%,5.0
43912,449460327,Luxxx,within an hour,100%,66%,131.0
43913,108487696,Alina,within a few hours,100%,100%,2.0
43914,507084725,Beverly Hills Luxury Leases,within an hour,100%,0%,20.0
43915,70230257,Grace,within an hour,100%,100%,11.0
43916,178478519,Danielle & Alexio,within an hour,100%,96%,11.0
43917,11241597,Carla And Guillaume,,,,3.0
43918,390393697,Sara,within a few hours,100%,100%,1.0
43919,274809244,Sam,within an hour,100%,90%,11.0
43920,280346768,Vacatella,within an hour,100%,95%,8.0
43921,468914943,RoomPicks,within an hour,100%,99%,668.0
43922,81510903,Alex,within a few hours,100%,100%,4.0
43923,461952007,The Livingston Collection,within an hour,97%,79%,30.0
43924,384462917,Glenridge Inn,within an hour,100%,100%,3.0
43925,41216778,Adib,within an hour,100%,99%,2.0
43926,156853276,Poom,,,,2.0
43927,187543153,Elliot,within a few hours,82%,80%,171.0
43928,104650310,Ahuva,within an hour,100%,100%,8.0
